scaffold312_size51846	51846	0.434672	35	Metazoa
scaffold313_size51638	51638	0.431678	83	Metazoa
scaffold314_size51596	51596	0.442573	46	Metazoa
scaffold315_size51468	51468	0.441828	56	Bacteria
scaffold316_size51277	51277	0.444780	78	Metazoa
scaffold317_size65181	65181	0.418846	47	Metazoa
scaffold319_size71015	71015	0.459952	47	Metazoa
scaffold320_size51109	51109	0.432272	57	Metazoa
scaffold321_size51054	51054	0.631312	18	Bacteria
scaffold322_size50981	50981	0.440164	86	Metazoa
scaffold323_size50895	50895	0.437312	82	Metazoa
scaffold324_size58126	58126	0.472723	33	Metazoa
scaffold326_size50720	50720	0.441522	86	Metazoa
scaffold327_size50720	50720	0.441885	46	Metazoa
scaffold328_size50684	50684	0.459198	47	Metazoa
scaffold329_size50614	50614	0.440846	78	other_eukaryote
scaffold330_size50598	50598	0.546267	4	Bacteria
scaffold331_size50517	50517	0.562147	3	Bacteria
scaffold332_size50444	50444	0.430933	47	Metazoa
scaffold333_size50426	50426	0.438663	85	Metazoa
scaffold334_size50419	50419	0.442988	74	Metazoa
scaffold335_size50389	50389	0.446784	73	Metazoa
scaffold336_size50341	50341	0.449157	93	Metazoa
scaffold337_size50279	50279	0.423139	76	Bacteria
scaffold339_size50193	50193	0.463610	77	Metazoa
scaffold341_size49914	49914	0.431622	44	Metazoa
scaffold342_size49858	49858	0.464018	76	Metazoa
scaffold343_size49806	49806	0.417460	75	Bacteria
scaffold344_size49752	49752	0.414456	46	Bacteria
scaffold345_size49710	49710	0.415027	2	Bacteria
scaffold346_size49604	49604	0.465991	32	Metazoa
scaffold347_size49578	49578	0.425552	42	Metazoa
scaffold349_size49337	49337	0.413767	44	Metazoa
scaffold350_size49246	49246	0.465236	67	Metazoa
scaffold351_size49227	49227	0.426961	50	Metazoa
scaffold352_size49224	49224	0.443523	42	Metazoa
scaffold355_size49148	49148	0.441625	42	Metazoa
scaffold356_size49113	49113	0.462810	64	Metazoa
scaffold358_size62960	62960	0.427090	40	Metazoa
scaffold359_size48907	48907	0.465598	83	Metazoa
scaffold361_size48868	48868	0.442846	74	Metazoa
scaffold362_size48780	48780	0.424057	46	Metazoa
scaffold363_size48641	48641	0.425082	46	Metazoa
scaffold364_size48588	48588	0.445769	75	Metazoa
scaffold366_size48478	48478	0.429638	39	Metazoa
scaffold367_size48408	48408	0.398178	45	Metazoa
scaffold368_size48377	48377	0.426380	49	Metazoa
scaffold369_size48270	48270	0.468655	51	Metazoa
scaffold370_size48240	48240	0.447595	64	Metazoa
scaffold371_size48235	48235	0.435078	95	Bacteria
scaffold372_size48214	48214	0.478907	39	Metazoa
scaffold373_size48188	48188	0.442226	52	Metazoa
scaffold374_size48149	48149	0.466240	65	Metazoa
scaffold376_size48110	48110	0.427707	45	Metazoa
scaffold378_size47917	47917	0.399065	98	Metazoa
scaffold379_size47839	47839	0.441125	93	Metazoa
scaffold380_size47716	47716	0.406132	2	Bacteria
scaffold381_size47699	47699	0.431075	73	Metazoa
scaffold382_size47613	47613	0.467057	64	Metazoa
scaffold383_size47609	47609	0.467412	66	Metazoa
scaffold384_size47542	47542	0.417168	92	Metazoa
scaffold386_size47478	47478	0.447049	88	Metazoa
scaffold387_size47458	47458	0.423848	38	Metazoa
scaffold388_size47329	47329	0.462507	45	Metazoa
scaffold389_size47268	47268	0.479204	37	Metazoa
scaffold390_size47240	47240	0.474619	65	Metazoa
scaffold391_size47108	47108	0.545788	2	Bacteria
scaffold392_size47066	47066	0.441826	46	Metazoa
scaffold393_size57437	57437	0.461218	80	other_eukaryote
scaffold394_size46976	46976	0.471517	64	Metazoa
scaffold395_size46953	46953	0.416076	7	Bacteria
scaffold396_size46856	46856	0.445855	81	Metazoa
scaffold397_size46823	46823	0.390599	2	Bacteria
scaffold398_size46720	46720	0.452890	71	Metazoa
scaffold399_size46665	46665	0.439687	74	Metazoa
scaffold400_size46649	46649	0.415164	48	Metazoa
scaffold401_size46594	46594	0.426707	92	Metazoa
scaffold402_size46583	46583	0.430093	38	Metazoa
scaffold403_size46502	46502	0.466152	4	Bacteria
scaffold404_size46442	46442	0.535722	3	Bacteria
scaffold405_size46385	46385	0.414897	80	Metazoa
scaffold406_size46217	46217	0.479131	4	Bacteria
scaffold407_size46196	46196	0.568015	4	Bacteria
scaffold408_size46192	46192	0.412322	83	other_eukaryote
scaffold409_size46131	46131	0.467777	42	Metazoa
scaffold410_size46119	46119	0.464277	78	Metazoa
scaffold411_size46082	46082	0.470140	59	Metazoa
scaffold412_size46017	46017	0.409075	46	Metazoa
scaffold413_size45982	45982	0.426471	93	Metazoa
scaffold415_size45958	45958	0.466730	71	Metazoa
scaffold416_size45876	45876	0.449712	42	Metazoa
scaffold418_size45843	45843	0.432018	63	Metazoa
scaffold419_size45809	45809	0.548626	3	Bacteria
scaffold420_size45631	45631	0.603121	3	Bacteria
scaffold421_size45531	45531	0.450309	71	Metazoa
scaffold422_size45522	45522	0.474452	52	Metazoa
scaffold423_size45505	45505	0.456653	70	Metazoa
scaffold424_size45478	45478	0.455011	70	Metazoa
scaffold425_size80300	80300	0.472137	81	Metazoa
scaffold426_size45418	45418	0.443877	81	Metazoa
scaffold427_size45248	45248	0.437080	48	Metazoa
scaffold428_size45244	45244	0.440898	75	Metazoa
scaffold429_size45171	45171	0.442718	38	Metazoa
scaffold433_size45040	45040	0.477087	77	Metazoa
scaffold434_size44970	44970	0.456504	3	Bacteria
scaffold436_size44832	44832	0.558730	2	Bacteria
scaffold438_size44792	44792	0.436730	36	Metazoa
scaffold439_size44774	44774	0.451735	38	other_eukaryote
scaffold441_size44689	44689	0.412674	93	Metazoa
scaffold442_size44653	44653	0.426780	86	Metazoa
scaffold443_size44618	44618	0.458313	100	Metazoa
scaffold444_size44550	44550	0.424983	60	Metazoa
scaffold445_size44486	44486	0.461998	61	Metazoa
scaffold446_size44484	44484	0.551771	5	Bacteria
scaffold447_size44473	44473	0.440245	71	other_eukaryote
scaffold448_size44447	44447	0.454384	79	Metazoa
scaffold449_size44430	44430	0.458519	51	Metazoa
scaffold450_size44390	44390	0.504077	4	Archaea
scaffold451_size44382	44382	0.414673	42	Metazoa
scaffold452_size44328	44328	0.425487	42	Metazoa
scaffold454_size44308	44308	0.454455	83	Metazoa
scaffold455_size44244	44244	0.374175	4	Bacteria
scaffold456_size44183	44183	0.547473	4	Bacteria
scaffold458_size44142	44142	0.462149	69	Metazoa
scaffold459_size44129	44129	0.458225	72	Metazoa
scaffold460_size44116	44116	0.397248	86	Metazoa
scaffold461_size44096	44096	0.433713	86	Metazoa
scaffold462_size44087	44087	0.425363	90	Metazoa
scaffold463_size44079	44079	0.468908	76	Metazoa
scaffold464_size44046	44046	0.420560	87	Metazoa
scaffold465_size44028	44028	0.447511	73	Metazoa
scaffold466_size43984	43984	0.427678	88	Metazoa
scaffold467_size43906	43906	0.604769	3	Bacteria
scaffold468_size43774	43774	0.389181	42	Metazoa
scaffold469_size43759	43759	0.421216	92	Metazoa
scaffold470_size43722	43722	0.425026	88	other_eukaryote
scaffold471_size43701	43701	0.442024	67	Metazoa
scaffold472_size43685	43685	0.406020	106	Metazoa
scaffold473_size43649	43649	0.441293	38	Metazoa
scaffold474_size43642	43642	0.563036	5	Bacteria
scaffold475_size43568	43568	0.471906	81	Metazoa
scaffold476_size43562	43562	0.623410	2	Bacteria
scaffold477_size43553	43553	0.472023	66	other_eukaryote
scaffold480_size43373	43373	0.412861	49	Bacteria
scaffold481_size43348	43348	0.570684	3	Bacteria
scaffold482_size43338	43338	0.469980	80	Metazoa
scaffold483_size43325	43325	0.477600	72	Metazoa
scaffold484_size43292	43292	0.380902	2	Bacteria
scaffold485_size43227	43227	0.409628	47	Metazoa
scaffold486_size43151	43151	0.416445	81	Metazoa
scaffold487_size43144	43144	0.429886	86	Bacteria
scaffold489_size55492	55492	0.411534	94	Metazoa
scaffold490_size43060	43060	0.402137	3	Bacteria
scaffold491_size43028	43028	0.419029	76	Metazoa
scaffold492_size43014	43014	0.450504	78	Metazoa
scaffold493_size42940	42940	0.433232	2	Bacteria
scaffold494_size42919	42919	0.455113	60	Metazoa
scaffold495_size42901	42901	0.405142	2	Bacteria
scaffold496_size42885	42885	0.453375	63	Bacteria
scaffold498_size42746	42746	0.426777	43	Metazoa
scaffold499_size42720	42720	0.446746	81	Metazoa
scaffold501_size42665	42665	0.433915	60	Metazoa
scaffold503_size42642	42642	0.424605	83	Metazoa
scaffold505_size42588	42588	0.465671	82	other_eukaryote
scaffold506_size42540	42540	0.471486	80	Metazoa
scaffold507_size42530	42530	0.469175	56	Metazoa
scaffold508_size42517	42517	0.435426	103	Metazoa
scaffold509_size42512	42512	0.433031	41	Metazoa
scaffold510_size42261	42261	0.458650	45	Metazoa
scaffold511_size42261	42261	0.398500	43	Metazoa
scaffold512_size42255	42255	0.421370	46	Metazoa
scaffold513_size51255	51255	0.462637	60	Metazoa
scaffold514_size42194	42194	0.458999	74	Metazoa
scaffold517_size42061	42061	0.550771	4	Bacteria
scaffold518_size48562	48562	0.467886	59	Metazoa
scaffold519_size41923	41923	0.416464	40	Metazoa
scaffold520_size41917	41917	0.399671	2	Bacteria
scaffold521_size41916	41916	0.423991	91	other_eukaryote
scaffold522_size41899	41899	0.390176	2	Bacteria
scaffold523_size41827	41827	0.436751	79	Bacteria
scaffold524_size41825	41825	0.456497	99	Metazoa
scaffold525_size41772	41772	0.449560	85	Metazoa
scaffold526_size41741	41741	0.440215	76	Metazoa
scaffold527_size41679	41679	0.442669	67	Metazoa
scaffold529_size60542	60542	0.457670	70	Metazoa
scaffold530_size41601	41601	0.469893	72	Metazoa
scaffold531_size41595	41595	0.436447	80	Metazoa
scaffold532_size41540	41540	0.459894	81	Metazoa
scaffold533_size41490	41490	0.450181	85	Metazoa
scaffold534_size50416	50416	0.451116	43	Metazoa
scaffold535_size41408	41408	0.475503	45	Metazoa
scaffold536_size41376	41376	0.433174	41	Metazoa
scaffold537_size41346	41346	0.461496	32	Metazoa
scaffold538_size41304	41304	0.432864	75	Metazoa
scaffold539_size41299	41299	0.437541	48	Bacteria
scaffold540_size41295	41295	0.435113	39	Metazoa
scaffold541_size41253	41253	0.483747	40	Metazoa
scaffold542_size41219	41219	0.462093	72	Metazoa
scaffold543_size41208	41208	0.438046	83	Metazoa
scaffold544_size41181	41181	0.577208	2	Bacteria
scaffold545_size41149	41149	0.420472	70	Metazoa
scaffold546_size41125	41125	0.423562	97	Bacteria
scaffold547_size41080	41080	0.426436	37	Bacteria
scaffold548_size41055	41055	0.555182	2	Bacteria
scaffold549_size41008	41008	0.414139	4	Bacteria
scaffold550_size40968	40968	0.410833	92	Bacteria
scaffold551_size40875	40875	0.447315	85	other_eukaryote
scaffold552_size40864	40864	0.409554	4	Bacteria
scaffold553_size40829	40829	0.466262	60	Metazoa
scaffold554_size40701	40701	0.433945	45	Metazoa
scaffold555_size40701	40701	0.561829	4	Bacteria
scaffold557_size40627	40627	0.449110	67	Metazoa
scaffold558_size40597	40597	0.414119	2	Bacteria
scaffold559_size40574	40574	0.411668	2	Bacteria
scaffold560_size40539	40539	0.402822	90	Metazoa
scaffold561_size40520	40520	0.441905	81	Metazoa
scaffold562_size40512	40512	0.463627	50	Metazoa
scaffold563_size40468	40468	0.456435	84	Metazoa
scaffold564_size40410	40410	0.468919	61	Metazoa
scaffold565_size40377	40377	0.423162	69	Metazoa
scaffold566_size40354	40354	0.424538	71	Metazoa
scaffold567_size40340	40340	0.426163	75	Bacteria
scaffold568_size40325	40325	0.462666	68	Metazoa
scaffold569_size40300	40300	0.457519	89	Metazoa
scaffold570_size40285	40285	0.432990	70	Metazoa
scaffold571_size40271	40271	0.426386	87	Metazoa
scaffold572_size40268	40268	0.460539	70	Bacteria
scaffold573_size40262	40262	0.401516	39	Metazoa
scaffold575_size40228	40228	0.461693	57	Metazoa
scaffold576_size40174	40174	0.457037	68	Metazoa
scaffold577_size40150	40150	0.478057	78	Metazoa
scaffold578_size40141	40141	0.367828	27	Metazoa
scaffold579_size50564	50564	0.474527	65	Metazoa
scaffold580_size40059	40059	0.444669	68	Metazoa
scaffold582_size39974	39974	0.417271	76	Metazoa
scaffold583_size39936	39936	0.439754	91	Metazoa
scaffold584_size39896	39896	0.408713	50	Metazoa
scaffold585_size39887	39887	0.461429	79	Metazoa
scaffold586_size39847	39847	0.429141	74	Metazoa
scaffold587_size39819	39819	0.414576	34	Metazoa
scaffold588_size39793	39793	0.434373	82	other_eukaryote
scaffold589_size39792	39792	0.473663	69	Metazoa
scaffold590_size43126	43126	0.436861	43	Metazoa
scaffold591_size39685	39685	0.464256	66	Metazoa
scaffold592_size39676	39676	0.438880	73	Metazoa
scaffold593_size39653	39653	0.469851	56	Metazoa
scaffold594_size39648	39648	0.441875	86	Viridiplantae
scaffold595_size39634	39634	0.469659	28	Metazoa
scaffold598_size39563	39563	0.475116	30	Metazoa
scaffold599_size39528	39528	0.471008	64	Metazoa
scaffold600_size92702	92702	0.412051	42	other_eukaryote
scaffold601_size39493	39493	0.523409	4	Bacteria
scaffold602_size39493	39493	0.478326	35	Metazoa
scaffold603_size39491	39491	0.436201	77	Metazoa
scaffold604_size39489	39489	0.437514	59	Metazoa
scaffold605_size39471	39471	0.419574	3	Bacteria
scaffold607_size39412	39412	0.423450	82	Metazoa
scaffold608_size39410	39410	0.483684	35	Metazoa
scaffold610_size39332	39332	0.415362	2	Bacteria
scaffold611_size39305	39305	0.440198	43	Metazoa
scaffold612_size39303	39303	0.452637	37	Metazoa
scaffold613_size39278	39278	0.417180	2	Bacteria
scaffold614_size39266	39266	0.448862	71	Metazoa
scaffold615_size39261	39261	0.445684	81	Metazoa
scaffold616_size39255	39255	0.425500	88	Metazoa
scaffold617_size63974	63974	0.439232	84	Metazoa
scaffold618_size39187	39187	0.438947	49	Metazoa
scaffold620_size39103	39103	0.454066	62	Metazoa
scaffold621_size39089	39089	0.432986	74	Metazoa
scaffold622_size39079	39079	0.426802	2	Bacteria
scaffold623_size39068	39068	0.443893	36	Metazoa
scaffold624_size39053	39053	0.470489	59	Metazoa
scaffold625_size39043	39043	0.408831	94	Metazoa
scaffold627_size38985	38985	0.484007	52	Metazoa
scaffold628_size38927	38927	0.538418	4	Bacteria
scaffold629_size38896	38896	0.440354	89	Metazoa
scaffold630_size38876	38876	0.407526	37	Metazoa
scaffold631_size38853	38853	0.421177	38	other_eukaryote
scaffold632_size38847	38847	0.471542	61	Metazoa
scaffold633_size38840	38840	0.434346	46	Metazoa
scaffold634_size55776	55776	0.463451	63	Bacteria
scaffold635_size38802	38802	0.448456	73	Metazoa
scaffold636_size38796	38796	0.423858	90	Metazoa
scaffold637_size38779	38779	0.427474	69	Metazoa
scaffold638_size38760	38760	0.452528	22	Metazoa
scaffold639_size38757	38757	0.418711	3	Bacteria
scaffold640_size38757	38757	0.636195	19	Bacteria
